ERA,WHIP,W,L,SV,SO,BB,HBP,HRA,BF,player,team,IP,target_year,age,data_years
3.44,1.22,2.9,1.8,0.6,39.6,13.2,1.1,4.6,194.2,福谷　浩司,中日,47.1,2021,30,3
4.09,1.4,0.5,0.5,0.2,7.5,3.4,0.3,1.0,38.5,古野　正人,ヤクルト,9.0,2021,34,1
4.16,1.4,2.6,2.8,1.0,38.1,18.6,2.7,4.5,217.0,ローチ,オリックス,50.3,2021,31,1
3.12,1.22,2.4,2.0,4.5,41.1,15.1,1.6,3.9,192.9,中川　皓太,巨人,46.0,2021,27,3
4.0,1.37,1.9,1.6,2.7,29.8,13.0,0.9,3.7,138.4,岡田　俊哉,中日,32.1,2021,29,3
4.0,1.38,0.3,0.3,0.1,4.5,2.0,0.2,0.5,22.8,大山　暁史,オリックス,5.3,2021,32,1
4.23,1.44,0.3,0.3,0.1,4.5,2.0,0.2,0.5,22.8,ウルキデス,ヤクルト,5.3,2021,38,1
3.71,1.33,1.6,1.3,0.6,25.0,12.2,0.9,3.3,129.9,土肥　星也,ロッテ,30.2,2021,25,2
4.53,1.38,3.4,3.7,0.9,52.6,28.0,2.1,6.5,274.4,岡田　明丈,広島,63.1,2021,27,2
4.38,1.48,1.6,1.9,0.7,25.0,12.3,1.1,3.5,127.7,攝津　正,ソフトバンク,29.7,2021,38,1
4.22,1.36,1.3,1.0,0.5,16.3,8.1,0.7,2.0,85.5,今村　猛,広島,19.8,2021,29,3
3.25,1.21,3.4,2.1,14.7,46.7,15.0,1.7,4.8,220.9,増田　達至,西武,53.2,2021,32,3
3.88,1.34,0.9,0.9,0.4,14.6,6.9,0.6,1.9,74.7,戸田　隆矢,広島,17.3,2021,27,1
3.52,1.33,0.8,0.8,0.3,13.7,6.6,0.6,1.7,69.1,馬場　皐輔,阪神,15.9,2021,25,3
3.75,1.3,0.4,0.4,0.2,7.2,3.5,0.4,0.9,37.3,鈴木　翔太,中日,8.7,2021,25,1
4.81,1.57,1.4,1.6,0.5,24.8,13.5,1.1,3.1,126.4,中田　賢一,阪神,28.9,2021,38,3
4.21,1.4,2.2,3.5,0.6,35.7,16.1,1.8,5.5,204.3,松葉　貴大,中日,47.2,2021,30,3
3.68,1.26,6.3,6.2,0.9,93.9,33.0,4.0,11.4,447.5,柳　裕也,中日,105.6,2021,26,3
4.01,1.39,2.2,3.0,0.7,48.7,25.2,2.2,4.2,224.6,藤浪　晋太郎,阪神,51.0,2021,26,3
4.3,1.44,2.3,2.9,0.7,29.7,18.5,2.8,4.6,192.4,二保　旭,ソフトバンク,44.0,2021,30,3
4.47,1.48,0.9,1.3,0.4,16.0,7.5,0.7,2.3,81.6,大谷　智久,ロッテ,18.8,2021,36,2
3.96,1.38,0.6,0.6,0.4,12.7,5.9,0.5,1.3,59.1,木下　雄介,中日,13.6,2021,27,3
3.89,1.32,0.3,0.3,0.1,4.2,1.9,0.2,0.5,21.3,関谷　亮太,ロッテ,5.0,2021,29,1
3.93,1.31,0.7,0.7,0.3,11.8,5.5,0.5,1.3,58.4,齋藤　綱記,オリックス,13.4,2021,24,3
4.04,1.39,0.9,1.0,0.4,15.7,8.6,0.6,1.5,76.2,伊藤　和雄,阪神,17.6,2021,31,2
4.2,1.33,3.3,3.4,0.7,48.8,23.7,2.4,6.9,252.5,酒居　知史,楽天,58.6,2021,28,3
4.2,1.38,2.2,2.9,0.6,31.9,18.0,1.1,4.5,170.6,京山　将弥,DeNA,38.7,2021,22,3
4.43,1.5,1.4,1.7,0.5,23.8,16.5,0.8,3.6,135.0,薮田　和樹,広島,30.5,2021,28,3
3.9,1.31,1.4,1.3,0.6,21.7,10.4,0.8,2.4,107.9,谷岡　竜平,巨人,25.0,2021,25,1
4.18,1.42,1.0,1.0,1.4,16.2,7.1,0.7,1.8,80.6,カミネロ,巨人,18.7,2021,33,1
3.78,1.28,1.8,1.8,1.2,29.5,11.5,1.0,3.2,138.2,森原　康平,楽天,32.5,2021,29,3
4.08,1.24,2.5,2.5,1.1,42.0,18.4,2.9,5.3,195.5,堀　瑞輝,日本ハム,45.1,2021,22,3
4.09,1.38,2.1,2.8,0.9,34.2,17.3,1.3,4.3,186.4,池田　隆英,楽天,42.7,2021,26,1
4.29,1.37,0.8,0.8,0.5,16.5,7.6,0.8,2.3,86.7,高橋　樹也,広島,19.7,2021,23,2
3.89,1.42,1.4,1.1,0.4,17.3,7.8,0.7,2.2,89.7,大竹　寛,巨人,21.1,2021,37,3
3.79,1.32,1.5,1.8,0.6,28.7,14.0,1.3,3.5,133.8,松田　遼馬,ソフトバンク,31.0,2021,27,2
3.61,1.29,0.5,0.5,0.2,7.8,3.9,0.3,0.9,41.2,山本　大貴,ロッテ,9.7,2021,25,2
3.83,1.3,1.8,2.1,0.5,26.4,12.2,1.6,4.5,139.9,中村　祐太,広島,32.5,2021,25,3
3.51,1.26,3.8,3.0,0.7,64.3,26.4,2.8,7.4,292.0,種市　篤暉,ロッテ,67.9,2021,22,3
4.14,1.47,0.7,0.6,0.3,11.8,5.9,0.5,1.3,60.8,藤岡　好明,DeNA,14.0,2021,36,3
4.17,1.37,0.5,0.5,0.2,9.0,4.3,0.4,1.0,43.6,藤井　皓哉,広島,9.9,2021,24,2
3.74,1.29,2.0,2.2,1.2,41.6,17.3,1.2,4.6,196.7,西野　勇士,ロッテ,46.9,2021,30,2
4.25,1.36,1.6,1.8,0.5,23.5,10.4,0.8,3.0,118.4,小熊　凌祐,中日,27.5,2021,30,2
4.04,1.37,0.7,0.7,0.3,11.4,5.1,0.5,1.4,55.9,飯田　哲矢,広島,13.0,2021,30,1
3.35,1.25,1.7,1.4,4.4,26.3,11.4,0.9,2.4,126.4,スアレス,ヤクルト,30.2,2021,30,3
4.01,1.37,0.5,0.5,0.2,8.2,3.8,0.4,1.1,42.9,篠原　慎平,巨人,10.0,2021,30,1
4.06,1.33,0.7,0.7,0.3,10.3,4.9,0.5,1.4,53.2,郭　俊麟,西武,12.4,2021,29,2
4.85,1.52,0.7,0.8,0.3,11.1,6.7,0.6,1.4,61.3,武隈　祥太,西武,13.8,2021,31,3
4.63,1.44,1.2,1.5,0.5,25.1,13.9,1.2,3.4,138.0,武藤　祐太,DeNA,31.6,2021,31,3
4.19,1.43,0.3,0.4,0.2,5.8,3.2,0.3,0.7,30.4,藤岡　貴裕,巨人,7.0,2021,31,3
4.11,1.35,2.4,2.1,0.5,29.0,13.9,1.2,3.8,152.5,又吉　克樹,中日,35.9,2021,30,3
4.09,1.37,0.7,0.7,0.3,10.7,4.9,0.4,1.3,52.8,田中　健二朗,DeNA,12.3,2021,31,1
4.15,1.42,1.1,1.1,0.5,26.0,11.7,1.2,2.6,122.3,平田　真吾,DeNA,28.1,2021,31,3
4.29,1.4,0.6,0.6,0.3,10.8,5.1,0.5,1.5,57.0,松本　直晃,西武,13.1,2021,30,2
4.03,1.42,0.6,0.7,0.3,10.1,5.3,0.6,1.2,56.8,福山　博之,楽天,13.2,2021,32,3
4.33,1.47,0.7,0.8,0.4,12.5,6.1,0.6,1.5,63.4,マテオ,阪神,14.7,2021,36,1
3.74,1.25,6.7,6.0,0.9,100.5,36.4,3.1,10.9,423.5,今永　昇太,DeNA,99.9,2021,27,3
4.32,1.32,0.6,0.8,0.3,10.2,5.1,0.6,1.6,56.9,近藤　弘樹,楽天,13.1,2021,25,3
4.19,1.27,0.8,0.9,0.3,14.5,6.6,0.9,1.9,69.5,鍬原　拓也,巨人,16.2,2021,25,3
4.6,1.56,0.5,0.7,0.2,8.6,4.2,0.5,1.0,45.0,館山　昌平,ヤクルト,10.3,2021,40,2
5.2,1.48,0.8,0.8,0.3,15.3,6.6,0.8,2.4,80.3,中澤　雅人,ヤクルト,18.4,2021,36,3
4.28,1.39,0.3,0.3,0.1,4.5,2.0,0.2,0.6,22.3,大石　達也,西武,5.2,2021,32,2
4.45,1.37,0.6,0.7,0.2,9.3,5.3,0.8,1.5,52.1,齊藤　大将,西武,11.9,2021,25,3
3.51,1.3,1.5,1.6,0.5,26.1,12.8,1.3,2.3,118.2,笠谷　俊介,ソフトバンク,27.3,2021,24,3
3.72,1.23,3.0,2.4,1.3,43.1,19.5,1.4,5.4,199.6,梅野　雄吾,ヤクルト,46.9,2021,22,3
4.65,1.38,1.0,1.5,1.9,20.1,10.1,1.2,2.9,105.0,田島　慎二,中日,24.3,2021,31,2
4.2,1.4,0.7,1.0,0.3,12.6,6.7,0.6,1.6,67.4,斎藤　佑樹,日本ハム,15.7,2021,32,2
4.27,1.46,0.5,0.4,0.2,7.7,3.9,0.3,0.9,39.4,金田　和之,オリックス,9.0,2021,30,3
4.06,1.34,1.3,1.6,0.6,24.0,13.1,1.4,3.0,130.5,菅原　秀,楽天,30.2,2021,26,2
4.09,1.38,0.5,0.5,0.2,8.9,4.3,0.4,1.2,45.8,吉田　侑樹,日本ハム,10.6,2021,27,3
3.74,1.38,0.8,1.0,0.4,20.4,9.8,0.9,2.1,95.8,中村　恭平,広島,22.2,2021,32,3
4.24,1.39,0.5,0.5,0.3,8.8,4.1,0.4,1.2,45.5,須田　幸太,DeNA,10.7,2021,34,1
4.02,1.37,0.4,0.4,0.2,5.9,2.8,0.3,0.7,30.0,オルモス,ロッテ,7.0,2021,30,1
4.12,1.33,0.6,0.6,0.2,10.0,4.5,0.6,1.2,50.0,谷川　昌希,阪神,11.6,2021,28,3
4.3,1.41,0.5,0.5,0.2,8.5,3.7,0.4,1.1,42.7,加賀　繁,DeNA,10.0,2021,35,1
4.02,1.39,1.2,1.3,0.5,20.2,11.5,1.3,2.7,120.2,佐野　泰雄,西武,27.8,2021,28,3
4.7,1.44,1.3,1.9,0.5,21.1,12.1,1.2,2.9,117.3,福井　優也,楽天,27.1,2021,33,3
4.33,1.44,0.6,0.6,0.2,9.9,5.5,0.6,1.3,53.0,釜田　佳直,楽天,11.9,2021,27,3
2.99,1.11,7.4,6.2,0.9,116.1,34.6,1.8,13.1,511.3,大野　雄大,中日,128.0,2021,32,3
4.01,1.33,0.3,0.3,0.2,5.4,2.5,0.2,0.8,26.9,田中　正義,ソフトバンク,6.2,2021,26,2
4.1,1.36,0.4,0.4,0.2,6.2,2.9,0.3,0.7,31.5,佐藤　祥万,広島,7.3,2021,31,1
4.44,1.46,1.8,2.5,0.6,34.8,19.9,1.5,5.7,184.9,Ｋ－鈴木,オリックス,41.6,2021,27,3
4.42,1.43,0.5,0.6,0.2,8.0,4.1,0.5,1.0,42.6,高木　勇人,西武,9.8,2021,31,2
3.59,1.31,1.1,1.1,0.4,17.8,10.2,0.8,2.4,92.4,清水　達也,中日,21.2,2021,21,3
4.13,1.42,0.1,0.1,0.1,1.7,0.8,0.1,0.2,8.6,新垣　勇人,日本ハム,2.0,2021,35,1
3.7,1.32,1.4,1.1,0.4,18.7,9.2,0.7,2.1,88.3,椎野　新,ソフトバンク,20.4,2021,25,3
3.24,1.21,2.0,1.3,0.8,31.2,12.2,1.6,3.2,144.4,島本　浩也,阪神,34.8,2021,28,2
3.8,1.3,0.1,0.1,0.0,0.9,0.4,0.0,0.1,4.3,沼田　拓巳,ヤクルト,1.0,2021,27,1
3.76,1.29,0.1,0.1,0.0,0.8,0.4,0.0,0.1,4.3,笠原　大芽,ソフトバンク,1.0,2021,26,1
4.07,1.31,1.1,1.2,0.5,17.8,8.9,0.7,2.4,91.6,高橋　昂也,広島,21.0,2021,22,1
3.98,1.34,0.2,0.2,0.1,4.0,1.8,0.2,0.5,20.0,白村　明弘,日本ハム,4.7,2021,29,1
3.87,1.27,1.1,1.3,0.4,21.0,10.4,1.1,2.7,110.2,安樂　智大,楽天,25.7,2021,24,3
4.18,1.4,0.4,0.5,0.2,8.2,3.6,0.3,1.2,40.6,小林　慶祐,オリックス,9.3,2021,28,3
4.35,1.36,0.8,0.8,0.3,13.0,5.8,0.9,1.8,63.9,三ツ間　卓也,中日,14.8,2021,28,3
3.86,1.3,1.0,1.0,0.4,18.2,8.1,0.8,2.0,88.8,守屋　功輝,阪神,20.8,2021,27,3
4.19,1.41,1.0,1.0,0.4,16.9,8.9,1.0,2.2,88.5,田中　豊樹,巨人,20.2,2021,27,2
4.52,1.44,0.2,0.2,0.1,3.1,1.4,0.1,0.4,15.4,飯田　優也,オリックス,3.5,2021,30,3
4.06,1.32,1.2,1.1,0.6,20.9,8.4,0.6,3.0,103.1,高木　京介,巨人,24.4,2021,31,3
4.56,1.42,0.7,0.8,0.3,13.8,6.6,0.6,2.1,71.7,中田　廉,広島,16.4,2021,30,3
3.73,1.25,0.2,0.2,0.1,2.8,1.4,0.1,0.3,14.3,長井　良太,広島,3.3,2021,22,1
3.9,1.34,0.8,1.0,0.4,15.1,6.4,0.7,1.5,79.7,海田　智行,オリックス,18.8,2021,33,3
4.21,1.39,0.2,0.2,0.1,2.8,1.2,0.1,0.4,14.3,森福　允彦,巨人,3.3,2021,34,2
4.11,1.4,0.1,0.1,0.0,1.1,0.5,0.1,0.1,5.7,豊田　拓矢,西武,1.3,2021,34,1
4.65,1.48,1.2,1.4,0.4,20.3,10.8,1.2,2.5,107.8,谷元　圭介,中日,24.7,2021,36,3
4.14,1.39,0.2,0.2,0.1,2.5,1.2,0.1,0.3,12.9,山本　翔也,阪神,3.0,2021,32,1
4.11,1.37,0.2,0.2,0.1,4.0,1.8,0.2,0.5,20.1,南川　忠亮,西武,4.7,2021,29,1
4.43,1.41,1.5,1.7,0.4,20.4,9.3,0.8,3.2,111.0,山田　大樹,ヤクルト,25.8,2021,32,3
3.93,1.33,0.3,0.3,0.1,4.4,2.1,0.2,0.5,22.1,中塚　駿太,西武,5.1,2021,26,2
4.31,1.42,0.5,0.5,0.2,8.0,3.8,0.3,1.0,40.5,戸村　健次,楽天,9.4,2021,33,2
3.88,1.32,0.1,0.1,0.0,0.8,0.4,0.0,0.1,4.3,田村　丈,DeNA,1.0,2021,28,1
4.25,1.35,0.1,0.1,0.0,1.4,0.6,0.1,0.2,6.9,福永　春吾,阪神,1.6,2021,26,3
4.17,1.3,2.4,3.0,0.6,33.6,16.4,1.4,5.9,193.2,本田　圭佑,西武,45.8,2021,27,3
3.42,1.32,0.8,0.7,0.3,13.8,6.9,0.6,1.9,73.9,寺島　成輝,ヤクルト,17.0,2021,22,3
3.83,1.28,0.2,0.2,0.1,3.2,1.5,0.2,0.4,16.0,髙田　萌生,巨人,3.7,2021,22,2
4.29,1.41,0.1,0.1,0.1,1.7,0.8,0.1,0.2,8.6,村中　恭兵,ヤクルト,2.0,2021,33,1
4.42,1.45,0.1,0.1,0.0,1.4,0.6,0.1,0.2,7.2,大隣　憲司,ロッテ,1.7,2021,36,1
3.83,1.3,0.1,0.1,0.1,1.8,0.8,0.1,0.2,8.9,左澤　優,オリックス,2.1,2021,26,2
3.65,1.23,0.5,0.7,0.2,9.4,4.5,0.4,1.2,47.0,富山　凌雅,オリックス,11.1,2021,23,2
3.89,1.33,0.2,0.2,0.1,4.3,2.0,0.2,0.5,20.6,齋藤　友貴哉,阪神,4.8,2021,26,2
3.65,1.27,0.1,0.1,0.1,1.7,0.8,0.1,0.2,8.5,鈴木　遼太郎,日本ハム,2.0,2021,25,1
3.69,1.23,1.2,1.2,0.5,26.5,11.8,0.9,2.5,122.0,ケムナ　誠,広島,28.8,2021,25,2
3.67,1.28,0.1,0.1,0.0,0.9,0.4,0.0,0.1,4.3,渡邊　佑樹,楽天,1.0,2021,25,1
3.29,1.36,2.4,3.0,4.9,39.1,18.5,2.2,3.4,203.3,ブセニッツ,楽天,47.1,2021,30,2
3.16,1.26,1.3,1.2,0.5,23.4,11.6,1.0,2.3,116.5,泉　圭輔,ソフトバンク,27.4,2021,24,2
3.57,1.34,1.1,1.2,0.5,19.5,9.9,1.1,2.3,97.8,戸根　千明,巨人,22.7,2021,28,1
3.0,1.15,4.4,3.4,0.8,58.9,24.7,3.1,6.8,267.5,戸郷　翔征,巨人,63.7,2021,20,2
3.91,1.37,0.2,0.2,0.1,3.6,1.7,0.2,0.5,18.5,ソリス,DeNA,4.3,2021,32,1
3.53,1.3,1.5,1.1,4.4,25.8,11.0,1.4,3.0,118.9,デラロサ,巨人,28.3,2021,32,2
3.42,1.23,2.4,2.1,0.6,35.6,15.4,1.6,3.8,167.1,梅津　晃大,中日,39.5,2021,24,2
3.64,1.28,0.9,0.8,0.3,13.8,6.5,0.7,1.6,70.9,佐々木　千隼,ロッテ,16.6,2021,26,2
3.33,1.18,2.8,2.5,1.0,47.1,19.1,2.7,4.9,214.6,髙橋　純平,ソフトバンク,51.0,2021,23,1
2.93,1.15,1.9,2.0,6.4,39.7,14.6,1.5,3.3,168.4,Ｒ．マルティネス,中日,40.3,2021,24,2
3.49,1.36,0.8,0.8,0.4,16.4,9.4,1.1,1.7,88.3,川原　弘之,ソフトバンク,20.5,2021,29,2
3.53,1.32,2.6,3.6,0.8,47.2,30.1,2.5,5.5,257.7,榊原　翼,オリックス,59.3,2021,22,2
4.21,1.36,7.5,5.2,1.1,71.5,32.0,5.9,10.8,453.4,ニール,西武,106.8,2021,32,2
3.68,1.34,5.8,6.5,1.1,81.1,36.6,2.9,12.1,450.6,床田　寛樹,広島,104.7,2021,26,2
3.76,1.3,0.2,0.2,0.1,2.6,1.1,0.1,0.3,12.8,廖　任磊,西武,3.0,2021,27,1
4.09,1.47,4.0,4.4,0.9,60.8,27.8,1.9,7.3,313.9,金子　弌大,日本ハム,73.2,2021,37,2
3.76,1.34,3.9,2.5,3.0,52.1,20.1,2.3,4.5,239.7,マクガフ,ヤクルト,56.1,2021,31,2
3.47,1.23,3.7,4.0,1.2,68.9,35.6,2.8,7.8,338.4,遠藤　淳志,広島,78.4,2021,21,2
3.49,1.26,2.8,3.7,0.8,48.9,24.1,2.1,6.3,231.4,髙橋　優貴,巨人,54.1,2021,24,2
3.82,1.41,4.0,3.1,1.1,55.2,26.1,2.5,6.3,256.7,レグナルト,広島,59.3,2021,32,1
3.0,1.15,1.9,1.5,1.0,38.1,17.3,3.1,3.3,170.2,平良　海馬,西武,40.1,2021,21,2
4.02,1.35,0.6,0.6,0.3,9.9,5.3,0.4,1.5,54.6,國場　翼,西武,12.6,2021,27,2
3.99,1.3,2.7,2.5,0.7,37.6,17.0,2.1,5.8,202.5,弓削　隼人,楽天,47.2,2021,26,2
4.34,1.33,4.5,5.8,1.0,66.0,33.0,4.3,12.0,394.4,石橋　良太,楽天,91.8,2021,29,2
3.95,1.31,0.6,0.7,0.3,10.7,5.0,0.5,1.3,53.8,神戸　文也,オリックス,12.5,2021,26,2
3.94,1.38,5.1,3.1,0.9,62.0,25.8,2.1,8.1,305.5,和田　毅,ソフトバンク,73.2,2021,40,2
4.13,1.46,0.8,1.0,0.4,14.2,6.8,0.6,1.6,69.0,ブランドン,ロッテ,16.0,2021,36,1
3.75,1.28,4.5,4.6,1.0,75.4,34.6,2.9,10.1,395.8,上茶谷　大河,DeNA,92.3,2021,24,2
3.84,1.36,2.1,2.1,0.7,26.4,11.6,1.0,3.0,134.4,エップラー,オリックス,31.3,2021,28,1
3.74,1.28,2.8,3.7,3.3,56.4,25.9,2.7,6.0,251.3,甲斐野　央,ソフトバンク,58.7,2021,24,1
4.15,1.39,7.0,7.9,1.7,101.6,49.4,4.2,15.0,499.6,ロメロ,中日,116.3,2021,32,1
3.68,1.28,5.0,5.8,1.0,69.6,34.5,2.6,8.9,370.5,小島　和哉,ロッテ,87.1,2021,24,2
4.17,1.34,4.6,4.7,1.0,65.1,31.3,3.9,11.4,361.8,桜井　俊貴,巨人,83.5,2021,27,2
3.98,1.28,2.1,2.8,0.7,36.4,19.2,1.2,5.7,199.7,中村　稔弥,ロッテ,46.7,2021,24,2
3.86,1.3,1.4,1.2,0.6,32.9,16.7,1.3,2.6,145.4,島内　颯太郎,広島,33.7,2021,24,2
3.58,1.22,0.5,0.5,0.2,8.4,4.0,0.4,1.0,42.6,田浦　文丸,ソフトバンク,10.0,2021,21,1
4.27,1.31,1.0,1.3,0.6,20.2,10.9,0.8,2.5,96.7,鈴木　優,オリックス,22.4,2021,24,2
3.98,1.34,5.9,5.4,1.0,71.9,45.5,2.7,13.1,415.5,松本　航,西武,95.1,2021,24,2
3.67,1.31,1.0,0.9,0.4,13.8,8.3,0.5,1.8,76.3,東妻　勇輔,ロッテ,17.7,2021,24,2
4.54,1.48,0.7,1.2,0.8,12.1,5.7,0.6,1.7,68.1,クック,ヤクルト,15.6,2021,33,2
3.68,1.24,1.3,1.6,0.6,22.0,10.5,1.3,2.7,111.9,山口　翔,広島,26.0,2021,21,1
3.8,1.28,0.5,0.5,0.3,9.8,4.7,0.4,1.1,49.5,櫻井　周斗,DeNA,11.5,2021,21,2
3.35,1.24,3.1,1.7,0.9,33.7,17.1,1.7,3.6,166.9,森脇　亮介,西武,39.7,2021,28,2
3.47,1.26,6.9,5.3,1.0,73.2,30.9,3.0,10.0,389.9,大貫　晋一,DeNA,92.8,2021,27,2
3.73,1.25,0.3,0.4,0.1,4.7,2.3,0.2,0.7,24.6,中川　虎大,DeNA,5.7,2021,21,2
3.81,1.32,0.2,0.2,0.1,2.8,1.3,0.1,0.4,14.3,熊原　健人,楽天,3.3,2021,27,1
4.34,1.33,1.5,2.0,0.7,32.8,15.1,1.7,4.8,172.7,荒西　祐大,オリックス,40.4,2021,28,2
3.99,1.32,0.5,0.5,0.2,8.0,3.7,0.3,1.0,41.2,赤間　謙,DeNA,9.7,2021,30,1
4.12,1.39,1.8,1.8,0.7,26.3,13.9,1.2,3.6,138.5,バーベイト,日本ハム,32.0,2021,28,1
4.12,1.36,0.4,0.4,0.2,7.1,3.3,0.3,1.0,34.0,矢崎　拓也,広島,7.8,2021,26,2
3.96,1.3,0.6,0.7,0.3,11.0,5.0,0.7,1.3,54.0,久保　拓眞,ヤクルト,12.5,2021,24,2
4.04,1.33,1.1,1.3,0.6,21.1,9.5,1.1,2.3,108.0,齋藤　俊介,DeNA,25.0,2021,27,1
4.17,1.34,1.7,2.0,0.7,27.5,13.2,1.2,4.8,145.4,阿知羅　拓馬,中日,34.0,2021,28,1
4.14,1.37,0.5,0.5,0.3,9.4,5.1,0.6,1.2,49.5,坂本　光士郎,ヤクルト,11.3,2021,26,2
3.92,1.32,0.5,0.7,0.2,8.4,4.1,0.4,1.0,44.1,阪口　皓亮,DeNA,10.1,2021,21,2
4.12,1.35,2.1,2.8,0.6,33.1,14.3,1.5,4.7,168.7,張　奕,オリックス,38.8,2021,27,2
3.76,1.24,2.6,3.0,0.7,38.1,16.3,1.5,4.8,199.9,勝野　昌慶,中日,47.3,2021,23,2
3.93,1.36,1.9,2.2,0.6,31.9,17.5,1.3,4.4,160.5,塹江　敦哉,広島,36.8,2021,24,2
3.88,1.26,0.7,0.7,0.3,11.2,4.8,0.4,1.4,56.1,浜地　真澄,阪神,13.0,2021,22,2
3.98,1.29,0.4,0.4,0.2,7.6,3.7,0.3,1.0,38.8,堀岡　隼人,巨人,9.0,2021,22,2
3.56,1.2,1.5,1.0,0.5,21.3,11.0,1.5,3.0,109.3,大江　竜聖,巨人,25.7,2021,22,2
3.93,1.26,1.4,2.7,0.7,38.1,15.5,1.2,5.9,176.7,清水　昇,ヤクルト,41.2,2021,24,2
4.51,1.44,0.9,1.0,0.5,16.3,7.7,0.8,2.1,84.7,成瀬　善久,オリックス,19.7,2021,35,1
4.08,1.34,0.3,0.4,0.2,5.7,2.7,0.2,0.8,29.8,生田目　翼,日本ハム,6.9,2021,26,2
3.41,1.22,1.0,1.0,0.4,16.2,7.6,0.8,1.7,76.6,吉田　凌,オリックス,18.0,2021,23,2
4.38,1.37,1.0,1.0,0.4,15.8,7.6,0.6,1.8,81.8,平井　諒,ヤクルト,19.0,2021,29,1
4.11,1.34,0.4,0.4,0.2,6.9,3.2,0.5,0.9,34.0,奥村　政稔,ソフトバンク,7.9,2021,28,2
4.12,1.36,0.4,0.4,0.3,6.1,2.8,0.3,0.7,30.0,ハンコック,日本ハム,7.0,2021,30,1
4.08,1.36,0.3,0.3,0.1,5.3,2.5,0.3,0.7,26.3,進藤　拓也,DeNA,6.1,2021,28,2
3.54,1.26,0.5,0.5,0.2,10.1,4.5,0.4,1.0,47.2,杉山　一樹,ソフトバンク,11.0,2021,23,2
3.8,1.32,0.7,0.6,0.3,10.3,5.0,0.6,1.1,53.5,寺岡　寛治,楽天,12.4,2021,28,2
3.72,1.27,0.1,0.1,0.1,1.7,0.8,0.1,0.2,8.6,粟津　凱士,西武,2.0,2021,24,1
3.6,1.22,0.1,0.1,0.1,1.7,0.8,0.1,0.2,8.5,田中　瑛斗,日本ハム,2.0,2021,21,1
4.1,1.34,0.6,0.6,0.3,10.6,4.8,0.5,1.4,54.8,蔵本　治孝,ヤクルト,12.7,2021,25,1
4.24,1.39,0.3,0.3,0.1,4.2,2.0,0.2,0.5,21.4,ローレンス,広島,5.0,2021,33,1
4.52,1.32,0.8,1.2,0.3,13.4,7.0,0.7,1.8,71.5,吉田　輝星,日本ハム,16.2,2021,20,2
3.86,1.3,0.1,0.1,0.1,1.7,0.8,0.1,0.2,8.6,坂本　工宜,巨人,2.0,2021,26,1
4.09,1.34,0.1,0.2,0.1,2.2,1.0,0.1,0.3,10.8,モンティージャ,広島,2.5,2021,25,2
4.06,1.37,0.1,0.1,0.0,0.9,0.4,0.0,0.1,4.3,屋宜　照悟,ヤクルト,1.0,2021,32,1
4.15,1.35,0.1,0.1,0.1,1.7,0.8,0.1,0.2,8.6,中村　勝,日本ハム,2.0,2021,29,1
4.27,1.4,0.1,0.1,0.0,1.4,0.7,0.1,0.2,7.2,レイビン,ロッテ,1.7,2021,33,1
3.45,1.2,0.1,0.1,0.1,1.7,0.8,0.1,0.2,8.5,田中　法彦,広島,2.0,2021,20,1
3.56,1.23,0.1,0.1,0.1,1.7,0.8,0.1,0.2,8.5,望月　大希,日本ハム,2.0,2021,23,1
3.8,1.32,0.1,0.1,0.0,1.4,0.7,0.1,0.2,7.1,渡邉　雄大,ソフトバンク,1.7,2021,29,1
3.75,1.3,0.0,0.0,0.0,0.6,0.3,0.0,0.1,2.8,増田　大輝,巨人,0.7,2021,27,1
3.41,1.19,0.3,0.3,0.1,4.7,2.1,0.2,0.6,24.0,横川　凱,巨人,5.7,2021,20,1
3.18,1.21,2.1,1.7,0.7,31.9,13.2,1.5,3.2,148.0,伊勢　大夢,DeNA,35.0,2021,23,1
2.7,1.14,8.3,4.8,1.6,114.3,39.7,4.3,9.2,504.3,森下　暢仁,広島,122.7,2021,23,1
3.59,1.32,2.5,2.5,1.5,39.8,17.2,1.3,5.1,208.7,牧田　和久,楽天,50.0,2021,36,1
3.76,1.31,1.0,1.2,0.5,18.9,7.9,1.0,2.3,95.1,エドワーズ,阪神,22.7,2021,33,1
3.48,1.34,2.4,2.4,0.8,37.7,17.1,1.2,3.6,176.2,ヒギンス,オリックス,41.3,2021,29,1
3.81,1.34,1.1,1.7,0.6,20.7,9.0,0.8,2.9,109.4,チェン・ウェイン,ロッテ,26.0,2021,35,1
3.44,1.23,1.8,1.8,0.6,27.4,11.8,1.0,3.4,134.0,板東　湧梧,ソフトバンク,31.7,2021,25,1
3.45,1.26,4.9,3.7,1.2,75.3,27.0,3.4,7.6,328.0,ムーア,ソフトバンク,78.0,2021,31,1
3.5,1.26,0.9,0.8,0.4,14.3,6.5,0.7,1.7,70.0,津森　宥紀,ソフトバンク,16.3,2021,23,1
3.43,1.19,0.6,0.6,0.3,10.3,4.5,0.5,1.3,51.1,直江　大輔,巨人,12.0,2021,20,1
3.84,1.35,0.8,0.7,0.3,12.9,5.7,0.5,1.5,62.6,ＤＪ．ジョンソン,広島,14.7,2021,31,1
3.81,1.39,6.1,4.4,1.3,68.0,34.0,1.9,8.5,369.6,サンチェス,巨人,87.7,2021,37,1
