ERA,WHIP,W,L,SV,SO,BB,HBP,HRA,BF,player,team,IP,target_year,age,data_years
3.5,1.28,3.3,4.6,1.1,56.0,18.6,2.4,6.3,286.7,石田　健大,DeNA,68.9,2026,33,2
3.79,1.37,4.1,6.3,0.9,59.3,23.6,3.5,5.5,346.0,涌井　秀章,中日,82.5,2026,39,3
4.67,1.55,1.9,3.1,0.7,23.5,9.8,1.4,3.9,170.5,石川　雅規,ヤクルト,39.8,2026,46,3
3.3,1.29,2.2,3.4,1.4,39.4,16.0,2.3,3.8,209.7,ビーディ,巨人,49.7,2026,32,1
3.26,1.19,1.2,1.1,0.5,20.8,6.8,0.7,2.3,96.2,尾形　崇斗,ソフトバンク,22.8,2026,26,3
2.99,1.2,0.9,0.8,0.4,17.5,7.2,0.8,1.5,88.6,丸山　翔大,ヤクルト,21.1,2026,27,3
3.44,1.39,0.3,0.4,0.2,5.3,2.1,0.2,0.5,28.0,ロペス,巨人,6.7,2026,42,1
3.09,1.26,1.6,1.7,0.7,24.9,10.7,1.5,2.4,138.1,鈴木　博志,オリックス,32.9,2026,29,2
3.03,1.28,1.8,2.3,1.0,33.2,12.0,1.4,2.8,166.4,ロドリゲス,日本ハム,39.9,2026,34,2
2.85,1.16,1.0,0.8,0.4,14.5,6.1,0.8,1.3,71.9,大江　竜聖,ソフトバンク,17.4,2026,27,3
3.16,1.24,0.6,0.6,0.3,8.9,3.3,0.4,0.8,45.7,田中　豊樹,巨人,11.0,2026,32,1
3.28,1.3,0.6,0.6,0.3,8.9,3.2,0.4,0.8,45.9,田中　健二朗,DeNA,11.0,2026,36,1
3.85,1.33,5.1,5.4,1.0,72.8,32.5,5.0,8.7,405.4,石川　柊太,ロッテ,95.6,2026,34,3
3.69,1.28,3.2,3.2,0.8,43.4,16.0,1.7,6.2,237.9,山野　太一,ヤクルト,56.1,2026,27,3
3.19,1.3,1.7,1.6,0.5,25.2,11.1,1.5,2.1,122.0,高梨　雄平,巨人,28.8,2026,33,3
3.16,1.24,7.0,5.8,1.0,87.5,29.7,2.7,10.0,484.8,吉村　貢司郎,ヤクルト,115.4,2026,28,3
3.2,1.27,0.4,0.5,0.2,6.7,2.7,0.3,0.7,35.0,松本　竜也,広島,8.3,2026,32,3
3.48,1.28,1.7,2.8,3.1,25.8,8.8,1.2,3.1,126.8,山﨑　康晃,DeNA,30.1,2026,33,3
3.38,1.24,0.9,1.2,0.4,13.5,5.7,0.6,1.6,73.9,遠藤　淳志,広島,17.4,2026,26,3
3.5,1.3,2.3,2.5,4.1,36.6,12.0,1.6,2.9,177.9,石山　泰稚,ヤクルト,42.5,2026,37,3
2.89,1.18,1.8,2.0,1.4,22.4,9.3,1.1,1.9,115.3,湯浅　京己,阪神,27.7,2026,26,2
2.72,1.15,2.1,2.5,3.5,50.3,17.4,1.6,4.4,219.2,藤平　尚真,楽天,53.0,2026,27,3
3.46,1.35,3.4,3.9,1.5,50.1,22.5,2.9,4.9,275.1,ガゼルマン,DeNA,64.7,2026,32,1
3.42,1.35,2.9,4.1,1.0,48.7,23.3,1.6,4.2,252.8,濵口　遥大,DeNA,59.2,2026,31,2
2.49,1.09,3.4,2.4,7.1,43.6,12.3,1.8,3.0,186.1,大勢,巨人,45.0,2026,26,3
2.95,1.17,1.0,1.0,0.5,16.1,6.2,0.7,1.3,84.3,上田　洸太朗,中日,20.0,2026,23,1
2.61,1.1,1.1,1.2,0.5,18.5,6.4,0.9,1.5,105.6,富田　蓮,阪神,25.6,2026,24,3
3.11,1.23,0.5,0.5,0.3,8.2,2.9,0.4,0.8,41.7,古川　侑利,ソフトバンク,10.0,2026,30,1
3.11,1.28,0.3,0.4,0.2,4.9,1.9,0.2,0.4,25.3,笠原　祥太郎,DeNA,6.0,2026,31,1
3.56,1.3,3.7,3.2,0.8,42.5,14.2,1.2,4.4,238.7,東浜　巨,ソフトバンク,57.1,2026,35,3
3.34,1.2,4.2,4.6,0.9,59.2,19.4,2.5,7.0,322.0,森　翔平,広島,76.8,2026,28,3
3.35,1.28,1.8,1.6,0.8,26.3,10.3,1.3,2.8,132.8,エスコバー,DeNA,31.7,2026,33,1
3.81,1.39,1.0,1.7,0.5,16.5,6.8,0.8,2.0,97.8,辛島　航,楽天,23.0,2026,35,2
2.59,1.15,2.1,2.2,1.0,39.0,11.8,1.0,3.1,166.2,西口　直人,楽天,40.5,2026,29,2
3.93,1.38,2.7,3.1,0.8,36.3,18.1,3.8,3.5,219.6,青柳　晃洋,ヤクルト,51.0,2026,32,3
3.36,1.28,4.7,5.5,0.9,72.2,28.4,4.0,8.6,347.4,高橋　奎二,ヤクルト,81.5,2026,28,3
4.05,1.36,1.2,1.3,0.4,16.7,5.8,0.9,1.7,87.9,森　唯斗,DeNA,20.6,2026,34,3
3.34,1.33,0.8,0.9,0.4,12.4,4.9,0.9,1.1,65.9,三上　朋也,巨人,15.7,2026,36,1
3.14,1.23,0.7,0.8,0.4,11.1,4.2,0.5,1.0,57.2,砂田　毅樹,中日,13.7,2026,30,1
3.29,1.31,1.1,1.0,0.6,16.7,7.3,0.7,1.7,90.3,戸根　千明,広島,21.3,2026,33,1
2.96,1.23,1.0,1.1,0.4,17.4,6.3,0.9,1.2,87.5,小野　郁,ロッテ,20.8,2026,29,3
3.48,1.32,2.4,4.0,0.8,51.3,16.9,2.3,5.7,261.3,高梨　裕稔,ヤクルト,62.3,2026,34,3
4.17,1.44,1.3,2.1,0.6,22.2,9.5,1.0,2.8,124.9,美馬　学,ロッテ,29.2,2026,39,3
3.83,1.44,0.7,0.6,0.3,8.6,3.7,0.4,0.9,46.3,三嶋　一輝,DeNA,10.7,2026,35,3
3.69,1.35,0.7,0.7,0.3,10.9,4.4,0.5,1.0,54.3,田島　慎二,中日,12.9,2026,36,2
4.38,1.46,3.0,3.9,0.8,38.4,17.7,1.9,4.9,237.9,田中　将大,巨人,55.2,2026,37,3
3.62,1.4,1.4,1.6,0.9,21.1,11.3,1.2,2.2,116.9,澤村　拓一,ロッテ,27.6,2026,37,3
3.26,1.15,4.3,4.7,0.9,59.8,15.9,2.6,4.8,306.6,玉村　昇悟,広島,73.5,2026,24,3
3.21,1.23,0.6,0.8,0.3,10.0,4.5,0.5,1.0,52.1,仲地　礼亜,中日,12.3,2026,25,3
3.34,1.28,1.2,1.6,0.6,21.4,9.1,1.0,1.8,117.7,コルニエル,広島,27.9,2026,30,2
3.29,1.29,0.6,0.7,0.3,10.3,3.9,0.5,0.9,51.7,近藤　大亮,オリックス,12.3,2026,34,1
3.15,1.25,0.7,0.8,0.4,11.2,4.4,0.6,1.1,59.0,髙橋　優貴,巨人,14.0,2026,29,1
3.09,1.3,1.1,1.0,0.6,21.9,7.9,1.5,1.5,103.5,塹江　敦哉,広島,24.1,2026,29,3
3.73,1.36,1.8,1.6,0.6,21.9,7.9,0.8,2.7,123.5,福谷　浩司,日本ハム,29.1,2026,35,3
3.64,1.31,2.5,4.4,1.3,40.8,17.5,2.7,4.3,227.5,エンス,西武,54.0,2026,34,1
3.41,1.29,0.4,0.4,0.2,6.1,2.5,0.3,0.6,33.1,尾仲　祐哉,ヤクルト,7.9,2026,31,2
3.68,1.37,0.4,0.4,0.2,6.1,2.3,0.3,0.5,32.3,嘉弥真　新也,ヤクルト,7.6,2026,36,2
2.68,1.08,2.5,2.7,3.8,40.3,14.7,2.9,2.9,195.6,横山　陸人,ロッテ,47.3,2026,24,3
2.97,1.16,0.8,0.8,0.5,13.6,5.0,0.7,1.2,70.0,代木　大和,巨人,16.7,2026,22,1
3.06,1.23,0.5,0.5,0.3,8.0,3.2,0.4,0.7,42.1,大曲　錬,西武,10.0,2026,27,1
2.88,1.23,1.0,1.3,0.5,19.1,8.6,1.0,1.9,102.9,田中　瑛斗,巨人,24.5,2026,26,3
3.56,1.3,0.7,0.7,0.3,11.0,4.6,0.7,0.8,59.1,井口　和朋,オリックス,14.0,2026,32,3
3.22,1.27,0.3,0.3,0.1,4.1,1.6,0.2,0.4,20.8,エスピナル,ヤクルト,5.0,2026,34,1
3.02,1.2,0.2,0.2,0.1,2.7,1.0,0.2,0.2,13.9,成田　翔,ヤクルト,3.3,2026,28,1
3.71,1.35,1.3,1.6,2.2,17.5,6.2,0.9,1.8,95.3,増田　達至,西武,22.6,2026,37,2
3.15,1.18,0.9,0.9,0.4,14.3,5.4,0.5,1.2,68.5,田中　千晴,巨人,16.3,2026,25,2
3.69,1.31,1.2,1.0,0.5,18.7,6.9,1.0,1.5,98.6,弓削　隼人,楽天,23.2,2026,31,2
3.34,1.22,1.1,1.1,0.6,17.9,6.1,1.1,1.7,91.8,岡野　祐一郎,中日,22.0,2026,31,1
3.26,1.25,0.5,0.6,0.3,7.9,3.0,0.3,0.8,41.0,廣畑　敦也,ロッテ,9.7,2026,28,3
3.06,1.23,2.0,1.6,0.6,29.8,11.0,1.3,2.5,154.4,坂本　裕哉,DeNA,36.7,2026,28,3
3.61,1.32,2.7,3.2,1.4,41.1,15.3,1.6,3.3,185.5,ワゲスパック,オリックス,43.7,2026,32,1
3.39,1.3,0.8,0.9,0.5,13.6,5.0,0.8,1.4,71.6,ガンケル,ソフトバンク,17.0,2026,34,1
3.2,1.16,0.8,0.7,0.4,12.0,4.1,0.5,1.5,63.5,浜地　真澄,DeNA,15.3,2026,27,3
3.21,1.22,0.8,0.8,0.5,12.4,4.5,0.6,1.1,64.2,石川　直也,日本ハム,15.3,2026,29,1
3.41,1.3,1.0,1.0,0.5,15.5,5.3,0.7,1.5,77.1,コットン,オリックス,18.3,2026,34,1
3.33,1.22,1.7,2.1,0.8,27.1,9.8,1.4,2.4,139.8,森　遼大朗,ロッテ,33.0,2026,26,1
3.16,1.28,0.3,0.3,0.2,4.7,2.0,0.3,0.4,25.3,小野　泰己,オリックス,6.0,2026,31,1
3.03,1.2,0.3,0.3,0.2,4.9,1.8,0.2,0.5,25.1,立野　和明,日本ハム,6.0,2026,27,1
3.05,1.25,0.2,0.2,0.1,2.4,0.9,0.1,0.2,12.6,久保　拓眞,ヤクルト,3.0,2026,29,1
2.62,1.21,1.9,1.8,2.9,37.1,15.0,1.8,2.4,174.1,森浦　大輔,広島,41.5,2026,27,3
3.19,1.22,0.3,0.3,0.2,4.4,1.8,0.2,0.4,23.4,村西　良太,オリックス,5.6,2026,28,2
3.3,1.2,1.6,1.2,0.6,22.7,7.9,0.9,2.1,111.7,本田　仁海,オリックス,26.6,2026,26,2
3.27,1.25,0.9,0.8,0.5,13.9,4.9,0.6,1.2,70.1,宮内　春輝,日本ハム,16.7,2026,29,1
3.49,1.31,0.9,1.2,0.4,15.7,7.0,0.6,1.3,81.9,黒木　優太,西武,19.4,2026,31,3
3.54,1.27,1.4,1.4,0.7,22.6,8.8,1.3,2.4,115.1,鈴木　康平,巨人,27.3,2026,32,1
3.2,1.27,0.2,0.2,0.1,3.2,1.2,0.2,0.3,16.8,宮國　椋丞,DeNA,4.0,2026,33,1
3.27,1.24,1.1,1.1,0.4,14.4,4.4,0.7,1.5,75.8,唐川　侑己,ロッテ,18.3,2026,36,3
2.85,1.19,2.8,2.7,0.7,40.5,12.5,2.2,3.0,188.9,松本　晴,ソフトバンク,45.0,2026,25,3
3.44,1.33,0.5,0.5,0.3,7.4,3.1,0.4,0.7,39.6,宮川　哲,ヤクルト,9.3,2026,30,2
2.82,1.19,0.7,0.6,0.3,9.8,3.6,0.4,0.7,48.0,横山　楓,オリックス,11.6,2026,28,2
3.37,1.3,0.5,0.5,0.3,7.9,3.0,0.4,0.7,40.5,東條　大樹,ロッテ,9.7,2026,34,1
3.37,1.3,0.5,0.5,0.3,7.8,2.8,0.4,0.7,40.6,秋山　拓巳,阪神,9.7,2026,34,1
3.82,1.31,0.7,0.7,0.3,10.4,4.7,0.7,0.9,57.1,宮森　智志,楽天,13.2,2026,27,3
3.05,1.17,1.3,1.5,0.5,20.2,8.7,1.1,2.2,113.0,堀田　賢慎,巨人,27.2,2026,24,3
3.22,1.17,0.7,0.8,0.4,11.1,4.2,0.8,1.2,58.8,市川　悠太,ヤクルト,14.0,2026,25,1
3.53,1.38,0.3,0.3,0.2,4.3,1.7,0.2,0.4,22.4,谷元　圭介,中日,5.3,2026,41,1
3.15,1.2,0.4,0.4,0.2,5.6,2.1,0.3,0.5,29.3,小沼　健太,ロッテ,7.0,2026,27,1
3.19,1.24,0.3,0.3,0.1,4.1,1.5,0.2,0.3,21.0,鍬原　拓也,巨人,5.0,2026,30,1
3.25,1.27,0.3,0.3,0.1,4.0,1.5,0.2,0.4,20.9,張　奕,西武,5.0,2026,32,1
3.5,1.26,0.2,0.2,0.1,3.8,1.4,0.2,0.4,19.0,堀　瑞輝,日本ハム,4.5,2026,27,3
3.03,1.22,0.1,0.1,0.1,1.7,0.6,0.1,0.1,8.5,小孫　竜二,楽天,2.0,2026,28,3
3.25,1.27,0.2,0.2,0.1,3.2,1.2,0.2,0.3,16.8,薮田　和樹,広島,4.0,2026,33,1
3.38,1.31,0.2,0.2,0.1,3.3,1.2,0.2,0.3,16.7,塩見　貴洋,楽天,4.0,2026,37,1
3.02,1.2,1.5,1.0,0.6,19.5,7.6,1.4,1.6,102.9,吉田　輝星,オリックス,24.5,2026,25,2
3.12,1.24,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,北村　拓己,ヤクルト,1.0,2026,30,2
3.1,1.21,0.7,0.7,0.5,12.4,4.4,0.6,1.4,62.5,河野　佳,広島,14.8,2026,24,2
3.32,1.3,0.3,0.3,0.1,3.7,1.5,0.2,0.3,19.6,公文　克彦,西武,4.7,2026,34,1
3.23,1.28,0.2,0.3,0.1,3.5,1.3,0.2,0.3,18.2,竹安　大知,オリックス,4.3,2026,31,1
3.26,1.25,0.3,0.3,0.2,4.9,1.9,0.2,0.5,25.2,ニックス,オリックス,6.0,2026,30,1
3.0,1.17,2.2,2.1,0.8,35.8,13.0,1.6,2.4,166.1,黒原　拓未,広島,39.5,2026,26,2
3.52,1.31,1.6,1.8,0.7,22.4,10.8,1.2,2.5,134.4,高橋　礼,巨人,31.7,2026,30,2
3.2,1.16,4.4,4.9,0.9,73.0,20.1,2.5,7.4,340.5,井上　温大,巨人,81.3,2026,24,3
2.99,1.16,0.2,0.2,0.1,2.7,1.0,0.1,0.2,14.0,福島　章太,中日,3.3,2026,23,1
3.03,1.26,0.4,0.4,0.2,7.3,2.7,0.3,0.6,35.0,堀岡　隼人,DeNA,8.2,2026,27,3
3.26,1.25,0.5,0.4,0.2,7.7,3.1,0.4,0.8,40.1,長谷川　宙輝,ヤクルト,9.4,2026,27,3
3.16,1.22,0.9,0.7,0.5,15.0,5.8,1.2,1.2,76.7,泉　圭輔,巨人,18.2,2026,29,3
3.69,1.27,0.6,0.7,0.3,12.6,4.3,0.7,1.3,64.3,八木　彬,ロッテ,15.1,2026,28,3
3.43,1.3,0.2,0.2,0.1,2.7,1.0,0.1,0.2,14.0,石橋　良太,楽天,3.3,2026,34,1
2.98,1.16,1.6,1.8,1.0,32.9,9.8,2.2,1.9,136.4,ヘルナンデス,ソフトバンク,33.0,2026,29,3
3.08,1.19,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,三浦　銀二,DeNA,1.0,2026,26,1
3.15,1.25,0.5,0.5,0.3,8.9,3.9,0.4,0.7,44.9,近藤　廉,中日,10.6,2026,27,2
3.46,1.31,0.0,0.0,0.0,0.5,0.2,0.0,0.0,2.8,バニュエロス,楽天,0.7,2026,35,1
3.01,1.19,2.3,1.5,0.7,27.3,10.8,1.6,2.3,130.5,西垣　雅矢,楽天,30.9,2026,26,3
3.31,1.22,0.3,0.3,0.2,5.0,2.0,0.3,0.4,25.5,長谷部　銀次,広島,6.1,2026,27,2
2.84,1.15,1.6,1.5,0.6,22.7,9.0,1.8,2.0,125.4,前田　純,ソフトバンク,29.9,2026,25,2
3.18,1.3,1.1,1.2,0.5,15.9,7.8,0.9,1.6,88.4,三浦　瑞樹,中日,20.6,2026,26,2
2.35,0.99,4.1,2.3,1.0,52.1,14.9,1.5,4.2,249.8,達　孝太,日本ハム,62.0,2026,22,2
2.83,1.17,0.2,0.2,0.1,3.7,1.4,0.2,0.3,19.4,ディアス,DeNA,4.7,2026,26,1
3.12,1.16,0.2,0.2,0.1,2.8,1.0,0.2,0.3,15.1,杉山　遙希,西武,3.6,2026,20,2
2.72,1.1,1.5,1.3,0.6,20.4,7.7,0.9,1.8,107.1,髙　太一,広島,26.1,2026,24,2
2.87,1.16,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,大谷　輝龍,ロッテ,1.0,2026,25,1
2.84,1.16,1.1,1.0,0.6,15.8,5.7,0.8,1.3,82.2,高橋　昂也,広島,19.9,2026,27,2
2.68,1.1,0.2,0.2,0.1,2.6,1.0,0.1,0.2,13.4,坂井　陽翔,楽天,3.2,2026,20,2
2.7,1.1,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,日當　直喜,楽天,1.0,2026,20,2
2.87,1.17,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,川原　陸,阪神,1.0,2026,25,1
2.93,1.18,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,佐藤　蓮,阪神,1.0,2026,27,1
2.61,1.2,1.8,1.4,0.6,25.4,10.7,1.1,1.9,127.2,古田島　成龍,オリックス,30.5,2026,26,2
2.75,1.18,0.4,0.4,0.2,6.3,2.3,0.4,0.5,32.0,伊藤　優輔,ソフトバンク,7.7,2026,29,2
2.86,1.18,0.4,0.4,0.3,6.6,2.5,0.3,0.6,33.1,ザバラ,日本ハム,8.0,2026,29,2
2.91,1.21,1.7,2.1,2.9,37.9,12.8,1.7,2.7,182.1,ハーン,広島,43.9,2026,31,2
2.6,1.1,0.6,0.6,0.4,10.6,3.6,0.4,0.8,51.2,木村　光,ソフトバンク,12.5,2026,25,2
2.68,1.14,2.5,1.7,0.7,33.4,9.3,1.1,2.3,152.5,髙橋　遥人,阪神,37.3,2026,30,2
2.84,1.15,2.1,2.1,1.0,43.3,16.6,1.1,4.0,190.4,ケラー,巨人,46.6,2026,32,2
2.93,1.22,1.2,1.8,2.5,23.2,8.2,0.8,1.8,117.8,ゲラ,阪神,28.4,2026,30,2
2.39,1.13,3.3,2.7,9.2,59.8,19.7,3.7,3.4,240.3,杉山　一樹,ソフトバンク,58.1,2026,28,2
3.09,1.31,0.6,0.6,0.3,9.1,3.6,0.4,0.9,46.1,ダイクストラ,ロッテ,11.0,2026,35,1
2.5,1.18,1.7,1.9,1.5,30.9,11.9,1.3,2.2,154.8,齋藤　友貴哉,日本ハム,37.6,2026,31,2
2.51,1.09,2.5,3.0,0.9,45.4,16.3,1.4,3.4,212.5,田中　晴也,ロッテ,51.3,2026,21,2
3.02,1.23,0.5,0.5,0.3,7.7,3.0,0.4,0.7,41.5,原　樹理,ヤクルト,10.0,2026,32,1
2.82,1.24,1.3,1.2,0.6,18.3,8.1,0.8,1.4,94.4,京山　将弥,DeNA,22.3,2026,27,1
2.71,1.2,3.4,3.7,12.5,52.9,16.5,2.1,2.3,225.3,マチャド,オリックス,54.4,2026,32,2
3.0,1.1,6.2,5.4,1.2,76.2,24.0,3.3,6.4,409.9,武内　夏暉,西武,99.8,2026,24,2
2.78,1.16,0.2,0.2,0.1,3.3,1.3,0.2,0.3,16.8,松浦　慶斗,日本ハム,4.0,2026,22,1
2.79,1.14,0.4,0.3,0.2,5.3,2.1,0.2,0.4,26.6,滝田　一希,広島,6.4,2026,24,2
3.05,1.29,2.5,3.2,8.0,38.1,15.9,2.2,2.9,203.7,アブレイユ,西武,49.0,2026,36,1
2.83,1.21,1.5,1.5,0.7,21.8,9.7,0.9,1.9,122.7,徳山　壮磨,DeNA,29.3,2026,26,1
3.62,1.24,1.2,1.3,0.4,15.5,5.3,1.2,1.3,83.3,常廣　羽也斗,広島,19.3,2026,24,2
2.57,1.18,3.2,1.8,2.1,41.0,13.8,1.9,2.4,179.5,ウィック,DeNA,43.7,2026,33,2
2.86,1.27,6.3,8.0,1.3,113.0,44.6,5.3,4.8,555.2,エスピノーザ,オリックス,131.4,2026,28,2
3.27,1.23,0.9,1.2,0.5,15.2,7.0,0.8,1.5,91.2,上田　大河,西武,21.5,2026,24,2
3.34,1.29,3.7,4.6,1.0,52.3,21.6,3.1,6.5,303.5,奥川　恭伸,ヤクルト,70.1,2026,24,2
2.77,1.19,1.0,1.2,0.4,16.2,7.1,1.1,1.1,81.3,羽田　慎之介,西武,19.1,2026,22,2
2.95,1.31,8.8,7.3,1.4,115.9,50.2,7.1,9.2,614.2,ジャクソン,DeNA,147.3,2026,38,2
2.79,1.2,0.4,0.4,0.2,6.2,2.5,0.3,0.6,33.7,畠　世周,阪神,8.2,2026,31,2
3.68,1.27,2.2,2.2,0.7,29.9,9.8,1.4,3.3,152.1,バーヘイゲン,日本ハム,36.6,2026,35,2
2.78,1.17,1.4,1.4,0.8,23.2,10.0,1.2,1.9,123.2,大山　凌,ソフトバンク,29.3,2026,24,2
3.09,1.22,1.9,2.1,0.9,31.1,12.2,1.8,2.6,160.6,マーフィー,日本ハム,38.7,2026,30,1
3.17,1.25,0.3,0.3,0.2,5.6,2.3,0.4,0.5,30.3,富山　凌雅,オリックス,7.1,2026,28,2
3.39,1.32,4.1,6.6,1.2,63.0,30.1,4.1,5.2,399.5,ヤフーレ,楽天,93.2,2026,27,2
2.94,1.16,0.7,0.6,0.3,8.7,3.2,0.5,0.7,44.3,澤柳　亮太郎,ソフトバンク,10.7,2026,26,1
2.67,1.18,7.8,7.5,1.4,123.2,45.4,5.1,8.2,602.3,ケイ,DeNA,146.9,2026,31,2
2.88,1.14,0.6,0.6,0.3,8.7,3.1,0.5,0.9,45.8,岩井　俊介,ソフトバンク,11.0,2026,24,2
2.97,1.2,1.0,1.2,0.5,16.4,7.6,1.0,1.3,94.8,川瀬　堅斗,オリックス,22.4,2026,23,2
2.77,1.1,3.2,2.2,0.9,39.3,15.5,1.9,4.2,212.6,福島　蓮,日本ハム,51.6,2026,22,2
3.41,1.34,2.1,2.6,0.9,31.7,12.5,1.6,2.9,167.5,カイケル,ロッテ,40.0,2026,38,1
2.89,1.18,0.4,0.4,0.2,5.6,2.4,0.3,0.6,30.1,松田　啄磨,楽天,7.2,2026,24,2
2.81,1.12,0.3,0.3,0.1,4.0,1.5,0.2,0.3,20.8,京本　眞,巨人,5.0,2026,22,1
2.85,1.15,0.3,0.3,0.1,4.1,1.5,0.2,0.3,20.9,松本　隆之介,DeNA,5.0,2026,23,1
2.93,1.14,1.2,1.4,0.5,19.0,7.0,1.1,1.8,97.1,松木平　優太,中日,23.3,2026,23,2
3.35,1.35,1.6,1.3,0.6,18.5,7.0,0.9,1.8,102.0,石川　歩,ロッテ,24.3,2026,37,1
3.26,1.17,2.0,2.6,1.0,35.5,12.6,1.5,3.5,181.3,西舘　勇陽,巨人,43.3,2026,24,2
2.58,1.14,1.4,1.1,0.5,20.3,9.1,0.8,1.4,99.5,細野　晴希,日本ハム,24.0,2026,24,2
3.21,1.14,3.8,4.1,1.1,66.1,19.6,1.4,6.5,317.6,石田　裕太郎,DeNA,76.6,2026,24,2
3.29,1.23,2.6,2.4,0.9,39.7,18.1,3.1,3.1,249.2,髙島　泰都,オリックス,59.0,2026,26,2
2.52,1.08,1.6,1.7,3.6,26.6,10.6,1.1,1.8,121.9,柳川　大晟,日本ハム,29.4,2026,22,2
3.24,1.25,1.1,1.0,0.4,15.3,5.9,0.6,1.7,76.8,吉野　光樹,DeNA,18.2,2026,27,2
3.38,1.2,5.8,6.5,1.2,72.2,28.7,4.3,8.1,406.4,古謝　樹,楽天,96.5,2026,24,2
2.79,1.15,1.3,1.1,0.5,19.9,6.6,0.8,2.0,103.2,松本　健吾,ヤクルト,25.1,2026,26,2
3.33,1.23,3.1,2.2,1.5,43.4,15.8,3.2,3.8,241.1,中川　颯,DeNA,57.0,2026,27,1
2.81,1.14,0.3,0.3,0.2,4.3,1.7,0.2,0.4,22.8,畔柳　亨丞,日本ハム,5.4,2026,22,2
2.93,1.23,0.3,0.3,0.2,4.6,1.9,0.2,0.4,23.9,柴田　大地,楽天,5.7,2026,28,2
3.31,1.26,1.2,1.5,0.7,21.0,8.9,0.9,2.1,113.4,エスパーダ,ヤクルト,27.0,2026,29,1
2.89,1.14,1.4,1.5,1.3,24.4,8.8,0.8,1.9,119.4,才木　海翔,オリックス,28.9,2026,25,2
3.15,1.21,2.6,2.8,0.8,34.5,15.4,1.0,3.6,175.8,菅井　信也,西武,41.4,2026,22,2
3.29,1.3,1.0,1.0,0.5,16.3,6.2,0.8,1.5,85.0,吉川　雄大,楽天,20.0,2026,29,1
3.34,1.24,0.7,0.7,0.3,10.1,3.9,0.6,1.3,53.6,佐藤　一磨,オリックス,12.6,2026,24,2
2.99,1.18,0.3,0.3,0.2,4.8,1.7,0.2,0.4,24.8,石黒　佑弥,阪神,5.9,2026,24,2
3.69,1.28,0.9,1.2,0.5,15.3,5.5,0.8,1.3,83.3,椋木　蓮,オリックス,19.5,2026,26,2
3.44,1.29,1.4,1.4,0.8,26.6,10.8,1.3,2.3,130.3,ヤン,西武,30.7,2026,29,1
3.53,1.39,0.6,0.5,0.3,9.2,3.6,0.4,0.8,48.1,岩嵜　翔,オリックス,11.3,2026,36,2
3.15,1.2,0.3,0.3,0.2,5.2,2.3,0.3,0.4,28.7,松本　凌人,DeNA,6.8,2026,24,2
3.1,1.19,0.6,0.6,0.3,9.7,3.7,0.4,0.8,50.4,土生　翔太,中日,12.0,2026,25,1
3.28,1.25,0.6,0.7,0.3,9.4,3.9,0.5,0.9,50.8,又木　鉄平,巨人,12.0,2026,27,2
3.11,1.22,0.3,0.3,0.1,4.0,1.5,0.2,0.4,20.9,コルデロ,ロッテ,5.0,2026,28,1
3.64,1.3,1.0,1.4,0.6,17.9,7.0,1.0,2.0,93.4,ハッチ,広島,22.0,2026,31,1
3.27,1.21,0.5,0.5,0.3,8.7,3.5,0.4,0.7,44.7,櫻井　周斗,楽天,10.7,2026,26,1
3.14,1.19,0.1,0.1,0.1,2.1,0.8,0.1,0.2,11.3,石原　勇輝,ヤクルト,2.7,2026,24,2
3.07,1.16,0.6,0.7,0.3,9.8,3.6,0.5,1.0,49.6,糸川　亮太,西武,12.0,2026,27,2
3.21,1.25,0.4,0.4,0.2,7.1,3.1,0.4,0.6,37.1,浜屋　将太,西武,8.8,2026,27,2
3.06,1.18,0.2,0.2,0.1,2.4,0.9,0.1,0.2,12.6,清宮　虎多朗,楽天,3.0,2026,25,1
3.82,1.36,0.5,0.5,0.3,8.1,3.2,0.4,0.8,43.9,二保　旭,ロッテ,10.3,2026,35,1
3.1,1.17,0.2,0.2,0.1,3.2,1.3,0.1,0.3,16.7,小園　健太,DeNA,4.0,2026,22,2
3.06,1.14,0.4,0.4,0.2,6.2,2.1,0.3,0.7,32.0,前田　悠伍,ソフトバンク,7.6,2026,20,2
3.04,1.2,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,中村　亮太,ソフトバンク,1.0,2026,27,1
2.95,1.15,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,村田　賢一,ソフトバンク,1.0,2026,24,1
2.67,1.15,0.7,0.6,0.3,8.8,3.2,0.5,0.7,46.8,早川　太貴,阪神,11.3,2026,26,1
2.66,1.14,0.4,0.3,0.2,5.6,1.9,0.3,0.4,26.5,泰　勝利,楽天,6.3,2026,22,1
2.78,1.15,0.3,0.3,0.2,5.0,1.7,0.2,0.4,24.8,川口　冬弥,ソフトバンク,6.0,2026,26,1
2.86,1.21,0.3,0.3,0.1,4.1,1.6,0.2,0.3,20.9,ウォルターズ,中日,5.0,2026,28,1
