AVG,OBP,SLG,OPS,HR,RBI,SB,BB,SO,H,player,team,PA,target_year,age,data_years
0.242,0.317,0.372,0.71,11.0,37.9,5.9,46.1,73.2,107.3,丸　佳浩,巨人,460,2026,36,3
0.221,0.293,0.378,0.682,11.9,37.4,3.2,34.0,79.0,81.4,山田　哲人,ヤクルト,391,2026,33,3
0.23,0.294,0.338,0.644,5.9,32.6,2.4,27.0,78.7,72.8,甲斐　拓也,巨人,340,2026,33,3
0.253,0.319,0.319,0.651,1.6,23.4,4.7,25.9,46.8,76.2,野間　峻祥,広島,321,2026,33,3
0.277,0.346,0.42,0.758,11.7,51.5,4.6,41.0,75.5,108.7,清宮　幸太郎,日本ハム,454,2026,26,3
0.23,0.296,0.332,0.65,2.1,12.2,1.3,11.0,23.2,29.8,岡島　豪郎,楽天,134,2026,36,3
0.223,0.291,0.385,0.7,14.4,55.8,1.2,36.0,105.4,96.4,ソト,ロッテ,433,2026,37,3
0.261,0.33,0.418,0.748,12.2,54.0,2.1,38.4,81.3,99.9,栗原　陵矢,ソフトバンク,434,2026,29,3
0.267,0.295,0.36,0.667,3.9,32.5,7.3,12.2,59.2,95.2,牧原　大成,ソフトバンク,368,2026,33,3
0.211,0.273,0.372,0.663,12.7,38.2,2.9,24.8,95.3,79.1,デビッドソン,広島,381,2026,35,1
0.25,0.338,0.345,0.692,4.2,26.9,2.9,42.3,65.1,82.5,藤岡　裕大,ロッテ,373,2026,32,3
0.277,0.354,0.439,0.781,16.1,67.5,3.2,45.9,82.5,123.5,森下　翔太,阪神,528,2026,25,3
0.218,0.296,0.284,0.598,2.4,21.9,1.4,26.1,48.2,60.7,中村　悠平,ヤクルト,304,2026,35,3
0.276,0.358,0.372,0.727,4.4,40.7,2.5,41.5,89.0,91.7,柳町　達,ソフトバンク,388,2026,28,3
0.259,0.34,0.383,0.738,5.0,26.7,7.7,28.6,52.2,73.5,岡　大海,ロッテ,308,2026,34,3
0.234,0.298,0.394,0.707,12.6,39.1,1.7,25.7,89.3,80.8,杉本　裕太郎,オリックス,362,2026,34,3
0.211,0.289,0.302,0.612,2.1,13.2,1.2,13.9,21.3,30.2,島内　宏明,楽天,148,2026,36,3
0.275,0.337,0.368,0.694,3.8,24.2,8.1,26.6,66.5,86.7,藤原　恭大,ロッテ,367,2026,25,3
0.257,0.316,0.32,0.625,1.9,16.8,7.3,21.1,50.5,64.2,門脇　誠,巨人,295,2026,25,3
0.222,0.285,0.324,0.632,2.6,10.2,0.9,10.0,19.5,31.0,ビシエド,DeNA,140,2026,37,3
0.23,0.306,0.288,0.594,1.4,14.1,2.7,17.9,33.5,44.2,上川畑　大悟,日本ハム,222,2026,29,3
0.252,0.307,0.324,0.622,1.0,8.5,2.6,6.4,22.1,24.2,茶野　篤政,オリックス,110,2026,26,3
0.263,0.304,0.331,0.632,4.6,45.5,7.0,26.0,88.1,119.6,村林　一輝,楽天,507,2026,28,3
0.221,0.27,0.336,0.619,7.8,30.1,1.1,19.3,56.9,66.1,フランコ,楽天,309,2026,33,3
0.264,0.321,0.369,0.69,3.3,17.1,3.5,16.1,48.2,56.8,福永　裕基,中日,239,2026,29,3
0.197,0.27,0.36,0.668,6.3,18.1,1.4,16.6,44.8,41.0,中村　剛也,西武,195,2026,42,3
0.201,0.246,0.317,0.587,4.4,17.4,1.3,9.1,39.1,39.4,ゴンザレス,楽天,189,2026,37,3
0.245,0.289,0.346,0.638,5.2,24.6,2.2,16.3,62.4,77.5,若月　健矢,オリックス,346,2026,30,3
0.251,0.305,0.338,0.637,2.1,14.3,9.5,11.9,30.4,39.6,三森　大貴,DeNA,177,2026,27,3
0.224,0.282,0.32,0.617,3.2,14.2,1.0,14.0,32.9,42.3,木下　拓哉,中日,197,2026,34,3
0.223,0.3,0.32,0.623,1.7,10.1,3.6,12.1,25.4,26.8,山﨑　剛,楽天,135,2026,30,2
0.299,0.348,0.382,0.717,4.3,47.0,10.7,31.1,54.9,134.2,小園　海斗,広島,511,2026,25,3
0.235,0.286,0.308,0.576,1.6,11.2,1.9,9.2,30.4,30.5,龍空,中日,156,2026,23,2
0.248,0.304,0.318,0.61,2.4,19.4,2.7,18.7,55.4,61.3,村松　開人,中日,293,2026,25,3
0.242,0.287,0.378,0.672,7.6,29.3,2.9,16.1,62.0,67.4,ブリンソン,巨人,294,2026,31,1
0.231,0.302,0.322,0.644,3.9,29.1,1.4,19.9,41.0,68.4,鈴木　大地,楽天,309,2026,36,3
0.233,0.289,0.322,0.636,1.9,10.5,1.5,8.9,23.7,31.3,梶谷　隆幸,巨人,134,2026,37,2
0.23,0.31,0.297,0.616,2.0,22.1,1.8,28.9,64.6,64.9,坂本　誠志郎,阪神,317,2026,32,3
0.211,0.263,0.348,0.632,4.9,16.9,0.9,11.1,32.7,37.3,中田　翔,中日,176,2026,36,3
0.229,0.284,0.293,0.583,1.9,18.1,2.6,15.2,46.8,50.5,京田　陽太,DeNA,238,2026,31,3
0.227,0.281,0.343,0.639,3.6,16.3,1.1,13.1,45.4,42.3,堂林　翔太,広島,194,2026,34,3
0.24,0.309,0.33,0.629,4.6,19.7,1.6,24.7,58.1,61.1,古賀　悠斗,西武,300,2026,26,3
0.248,0.309,0.346,0.652,4.6,27.7,3.1,22.7,49.0,68.5,佐藤　都志也,ロッテ,314,2026,28,3
0.243,0.303,0.369,0.66,2.6,10.0,1.4,7.9,26.0,25.5,濱田　太貴,ヤクルト,122,2026,25,3
0.221,0.278,0.289,0.585,1.1,8.6,2.0,7.0,23.6,27.9,上本　崇司,広島,131,2026,35,3
0.267,0.328,0.384,0.694,4.9,26.8,4.3,21.7,44.2,63.1,内山　壮真,ヤクルト,281,2026,23,3
0.264,0.327,0.34,0.67,3.3,29.3,31.1,29.1,74.8,96.8,周東　佑京,ソフトバンク,405,2026,30,3
0.227,0.272,0.327,0.596,1.4,6.9,1.0,4.7,19.7,20.6,愛斗,ロッテ,100,2026,28,3
0.244,0.297,0.323,0.614,1.4,11.2,3.5,9.8,25.2,33.8,鈴木　将平,西武,158,2026,27,2
0.201,0.279,0.286,0.61,2.2,14.6,2.4,18.2,28.2,40.2,青木　宣親,ヤクルト,187,2026,44,2
0.225,0.295,0.344,0.651,5.1,25.6,2.7,22.4,51.6,54.7,マクブルーム,広島,259,2026,33,1
0.244,0.33,0.362,0.692,3.3,17.1,1.6,22.7,41.2,44.4,佐藤　龍世,中日,211,2026,29,3
0.229,0.306,0.347,0.644,1.5,7.5,1.2,7.7,23.3,19.8,野口　智哉,オリックス,101,2026,26,3
0.197,0.277,0.298,0.596,2.1,9.7,1.2,10.9,22.9,22.8,田中　広輔,広島,118,2026,36,3
0.217,0.297,0.364,0.683,4.7,19.1,1.3,19.9,41.1,42.1,阿部　寿樹,楽天,202,2026,36,3
0.217,0.264,0.29,0.572,2.2,15.4,1.0,9.8,34.6,41.7,伏見　寅威,日本ハム,197,2026,35,3
0.205,0.277,0.262,0.553,1.4,13.2,2.1,18.8,50.4,43.0,梅野　隆太郎,阪神,224,2026,34,3
0.234,0.307,0.371,0.704,3.3,16.5,1.3,14.5,27.8,35.8,角中　勝也,ロッテ,155,2026,38,3
0.213,0.292,0.305,0.597,2.5,17.5,1.7,19.8,49.3,43.6,太田　光,楽天,244,2026,29,3
0.217,0.27,0.282,0.579,1.4,11.3,1.7,10.0,23.0,33.4,大和,DeNA,152,2026,38,2
0.251,0.31,0.343,0.662,2.0,10.2,0.8,9.5,27.3,30.2,宇佐見　真吾,中日,128,2026,32,3
0.221,0.278,0.331,0.624,4.3,20.3,2.5,15.5,43.7,47.9,ペイトン,西武,225,2026,34,1
0.243,0.294,0.319,0.602,1.5,11.3,1.5,8.5,27.3,31.0,蛭間　拓哉,西武,148,2026,25,3
0.221,0.287,0.323,0.615,2.4,9.6,1.7,10.0,23.2,26.8,加藤　豪将,日本ハム,131,2026,31,2
0.242,0.298,0.357,0.654,2.5,11.3,1.8,9.8,33.8,32.5,伊藤　裕季也,楽天,150,2026,29,3
0.204,0.262,0.287,0.555,1.5,10.7,0.8,8.4,23.0,23.1,田村　龍弘,ロッテ,125,2026,31,3
0.242,0.286,0.302,0.576,1.6,16.8,7.8,16.3,47.6,64.6,友杉　篤輝,ロッテ,316,2026,25,3
0.226,0.292,0.344,0.629,2.2,10.0,1.3,7.9,27.4,22.2,渡部　健人,西武,111,2026,27,2
0.257,0.323,0.393,0.725,3.9,15.4,2.2,12.2,27.7,36.7,塩見　泰隆,ヤクルト,154,2026,32,2
0.256,0.313,0.339,0.649,1.7,16.1,2.0,13.4,31.9,43.5,川瀬　晃,ソフトバンク,197,2026,28,3
0.233,0.282,0.317,0.594,1.5,12.8,15.3,12.2,50.3,46.0,五十幡　亮汰,日本ハム,222,2026,27,3
0.223,0.278,0.306,0.617,2.2,17.2,1.6,12.5,26.2,48.6,荻野　貴司,ロッテ,209,2026,40,2
0.276,0.326,0.376,0.697,4.2,32.2,1.4,21.0,42.6,79.0,山本　祐大,DeNA,328,2026,27,3
0.24,0.306,0.336,0.624,4.5,22.2,7.1,22.8,48.9,62.7,長谷川　信哉,西武,317,2026,23,3
0.224,0.277,0.327,0.604,2.8,12.4,2.2,9.4,28.1,33.9,岸　潤一郎,西武,166,2026,29,3
0.24,0.288,0.325,0.601,1.6,9.3,2.3,7.5,34.3,29.3,奈良間　大己,日本ハム,142,2026,25,3
0.189,0.282,0.302,0.622,2.0,9.0,0.9,12.3,19.5,21.3,栗山　巧,西武,109,2026,42,3
0.247,0.298,0.323,0.617,0.8,6.1,0.9,5.5,16.5,19.6,茶谷　健太,ロッテ,89,2026,28,3
0.252,0.306,0.399,0.699,8.6,29.0,1.1,16.7,60.4,58.2,セデーニョ,西武,259,2026,27,3
0.272,0.342,0.385,0.724,8.5,37.5,2.1,34.4,63.3,92.0,郡司　裕也,日本ハム,388,2026,28,3
0.22,0.276,0.338,0.632,3.5,15.6,1.9,12.0,39.5,40.3,大田　泰示,DeNA,186,2026,35,1
0.227,0.275,0.335,0.628,2.1,9.3,0.8,7.1,20.4,26.8,戸柱　恭孝,DeNA,119,2026,35,3
0.23,0.283,0.322,0.59,2.0,9.2,1.8,9.1,30.1,27.4,武岡　龍世,ヤクルト,143,2026,24,3
0.21,0.27,0.33,0.612,1.7,6.5,2.1,5.5,22.3,16.0,江越　大賀,日本ハム,81,2026,33,2
0.22,0.28,0.319,0.602,0.9,6.0,0.6,4.1,12.0,12.2,楠本　泰史,阪神,61,2026,30,3
0.21,0.276,0.319,0.63,1.5,8.3,1.0,7.1,18.8,19.2,長野　久義,巨人,87,2026,41,3
0.209,0.263,0.3,0.584,1.0,6.7,0.7,4.8,17.1,16.5,伊藤　光,DeNA,79,2026,36,3
0.253,0.303,0.359,0.656,1.9,8.6,5.9,6.4,18.9,25.2,並木　秀尊,ヤクルト,113,2026,27,3
0.234,0.291,0.311,0.611,1.4,12.4,1.0,10.3,30.6,32.8,高橋　周平,中日,148,2026,32,3
0.231,0.272,0.331,0.618,4.1,21.3,1.8,13.6,47.1,58.0,カリステ,中日,254,2026,34,3
0.22,0.301,0.317,0.614,1.2,5.3,1.1,6.7,15.5,14.1,平沢　大河,西武,74,2026,28,2
0.269,0.323,0.353,0.664,0.9,5.8,1.1,5.0,13.9,17.9,宜保　翔,オリックス,77,2026,25,2
0.204,0.259,0.3,0.592,0.8,7.4,0.6,4.4,11.7,14.1,松山　竜平,広島,65,2026,40,3
0.243,0.297,0.323,0.607,1.7,14.6,6.5,12.8,37.6,40.8,林　琢真,DeNA,197,2026,25,3
0.227,0.287,0.303,0.599,1.0,5.6,2.4,6.2,18.2,18.5,山崎　晃大朗,ヤクルト,88,2026,32,2
0.277,0.331,0.38,0.693,3.0,15.1,2.0,12.1,30.9,43.2,中山　礼都,巨人,183,2026,23,3
0.224,0.275,0.329,0.613,2.2,12.2,1.6,8.3,28.3,30.9,ブロッソー,ロッテ,147,2026,32,1
0.241,0.31,0.306,0.61,2.2,23.1,6.5,26.8,71.7,69.4,矢野　雅哉,広島,341,2026,27,3
0.245,0.297,0.386,0.683,9.3,41.2,2.0,20.4,75.2,76.0,末包　昇大,広島,337,2026,29,3
0.204,0.256,0.28,0.563,1.0,7.6,0.8,6.1,20.1,22.1,炭谷　銀仁朗,西武,107,2026,38,3
0.232,0.297,0.345,0.645,1.5,6.4,0.7,5.6,16.1,15.2,ミエセス,阪神,72,2026,30,2
0.253,0.307,0.353,0.678,3.5,20.9,1.8,16.7,26.1,59.4,西野　真弘,オリックス,244,2026,35,3
0.224,0.275,0.303,0.574,0.6,4.4,0.5,3.1,10.7,11.2,柘植　世那,西武,56,2026,28,3
0.182,0.253,0.257,0.534,1.0,8.3,0.8,7.8,24.2,20.2,會澤　翼,広島,109,2026,37,3
0.231,0.291,0.324,0.608,0.7,5.3,1.7,4.9,14.1,15.1,児玉　亮涼,西武,74,2026,27,3
0.255,0.317,0.36,0.668,2.3,9.7,1.1,9.7,27.6,28.5,安田　悠馬,楽天,128,2026,26,2
0.252,0.304,0.354,0.655,1.9,9.7,2.5,8.5,30.2,31.8,オコエ　瑠偉,巨人,142,2026,28,3
0.225,0.286,0.346,0.644,2.6,10.5,1.6,9.0,27.7,26.7,アルカンタラ,日本ハム,125,2026,33,1
0.246,0.326,0.314,0.643,1.0,9.1,1.4,11.8,22.6,27.9,宮本　丈,ヤクルト,130,2026,30,3
0.222,0.287,0.296,0.586,0.9,4.6,2.3,5.5,13.4,15.2,島田　海吏,阪神,76,2026,30,3
0.224,0.269,0.353,0.637,2.1,8.5,1.2,4.5,20.5,19.8,ウォーカー,ソフトバンク,89,2026,34,2
0.235,0.282,0.33,0.621,1.1,6.0,0.6,4.4,14.9,17.0,石川　慎吾,ロッテ,76,2026,32,3
0.247,0.298,0.357,0.646,2.6,11.5,1.4,8.2,26.4,31.9,池田　来翔,ロッテ,149,2026,26,3
0.215,0.289,0.28,0.581,1.2,9.0,3.2,12.3,20.5,28.3,福田　周平,オリックス,142,2026,33,3
0.239,0.307,0.344,0.645,0.9,5.0,3.6,4.3,11.5,11.6,和田　康士朗,ロッテ,56,2026,27,3
0.251,0.307,0.341,0.63,0.7,4.8,1.3,3.9,10.9,11.8,細川　凌平,日本ハム,57,2026,23,3
0.246,0.293,0.326,0.616,1.3,10.4,2.5,7.6,26.1,32.1,平沼　翔太,西武,144,2026,28,3
0.259,0.309,0.371,0.671,6.4,28.9,12.2,21.1,59.1,84.4,西川　愛也,西武,369,2026,26,3
0.246,0.305,0.334,0.627,1.3,8.9,3.4,7.0,25.2,23.1,矢澤　宏太,日本ハム,109,2026,25,3
0.277,0.342,0.366,0.687,2.5,21.4,1.0,15.3,38.0,54.2,前川　右京,阪神,234,2026,22,3
0.242,0.305,0.308,0.603,1.0,8.8,3.4,10.3,27.4,28.8,丸山　和郁,ヤクルト,140,2026,26,3
0.212,0.276,0.319,0.616,1.7,8.9,1.4,7.9,20.8,22.2,井上　晴哉,ロッテ,106,2026,36,1
0.232,0.29,0.326,0.642,0.7,4.7,0.5,3.3,7.8,11.1,川端　慎吾,ヤクルト,47,2026,38,3
0.245,0.31,0.339,0.646,3.5,19.1,4.2,21.4,52.5,54.7,廣岡　大志,オリックス,254,2026,28,3
0.238,0.294,0.355,0.656,4.0,20.0,3.0,17.4,53.8,54.9,石井　一成,日本ハム,250,2026,31,3
0.248,0.291,0.381,0.675,6.7,24.5,9.5,13.7,55.8,63.8,上林　誠知,中日,274,2026,30,3
0.216,0.273,0.336,0.621,2.1,8.4,1.5,6.6,16.9,19.8,ハンソン,日本ハム,96,2026,33,1
0.247,0.309,0.369,0.678,5.1,18.6,7.2,14.7,57.1,47.4,野村　勇,ソフトバンク,212,2026,29,3
0.229,0.272,0.32,0.584,0.9,4.0,0.8,2.7,12.5,11.1,鵜飼　航丞,中日,55,2026,26,3
0.24,0.295,0.351,0.64,2.5,11.1,4.1,8.5,27.9,30.9,若林　楽人,巨人,146,2026,27,3
0.231,0.302,0.336,0.647,1.5,8.5,1.3,7.8,18.8,19.6,呉　念庭,西武,92,2026,32,1
0.21,0.271,0.296,0.585,1.7,8.3,1.9,8.6,22.9,24.7,金子　侑司,西武,120,2026,35,2
0.251,0.309,0.339,0.635,2.7,13.6,3.5,13.6,39.6,40.5,小幡　竜平,阪神,192,2026,25,3
0.221,0.284,0.31,0.613,1.3,7.1,1.1,6.7,15.2,18.8,谷内　亮太,日本ハム,88,2026,35,1
0.222,0.306,0.3,0.619,1.6,13.3,3.8,19.9,36.7,40.2,西川　遥輝,ヤクルト,199,2026,33,3
0.234,0.3,0.335,0.637,1.3,6.6,0.6,6.2,16.5,16.4,渡邉　諒,阪神,77,2026,30,3
0.22,0.292,0.282,0.586,0.9,7.0,0.9,8.1,17.6,19.6,糸原　健斗,阪神,95,2026,33,3
0.258,0.313,0.354,0.664,0.5,3.4,0.4,2.8,8.7,9.9,小野寺　暖,阪神,43,2026,28,3
0.243,0.304,0.368,0.66,1.9,9.0,1.0,7.4,21.8,21.4,野村　大樹,西武,104,2026,25,3
0.274,0.326,0.357,0.676,2.5,13.8,2.0,12.5,26.3,51.0,古賀　優大,ヤクルト,212,2026,27,2
0.254,0.311,0.366,0.665,0.6,3.1,0.4,2.3,6.1,7.3,石橋　康太,中日,34,2026,25,3
0.24,0.307,0.342,0.641,1.6,8.2,1.0,7.4,19.9,22.2,増田　珠,ヤクルト,108,2026,26,3
0.263,0.318,0.372,0.69,4.9,24.2,1.5,16.1,38.6,57.1,岸田　行倫,巨人,242,2026,29,3
0.244,0.295,0.346,0.642,1.6,7.9,3.1,6.1,22.7,22.7,大盛　穂,広島,102,2026,29,3
0.227,0.278,0.333,0.623,1.2,6.7,0.9,4.3,13.7,15.2,シュウィンデル,オリックス,70,2026,33,1
0.287,0.343,0.392,0.723,6.5,35.2,2.2,23.9,66.2,86.1,太田　椋,オリックス,347,2026,25,3
0.24,0.301,0.345,0.646,0.8,3.5,0.7,3.3,9.8,10.3,今川　優馬,日本ハム,47,2026,29,3
0.231,0.289,0.348,0.658,0.6,3.3,0.8,2.5,7.5,8.6,小田　裕也,オリックス,38,2026,36,2
0.259,0.328,0.385,0.704,1.8,9.4,1.0,7.9,22.8,22.2,ブライト　健太,中日,99,2026,26,3
0.209,0.272,0.295,0.594,0.7,4.2,0.7,3.9,10.7,11.4,安達　了一,オリックス,54,2026,38,2
0.228,0.283,0.337,0.627,1.2,5.8,0.9,4.5,15.6,14.4,アキーノ,中日,68,2026,31,1
0.213,0.296,0.297,0.602,0.5,2.8,0.6,3.5,7.6,7.8,柴田　竜拓,DeNA,41,2026,32,3
0.23,0.288,0.361,0.639,3.6,14.5,1.1,7.7,37.9,26.6,リチャード,ソフトバンク,132,2026,26,3
0.246,0.305,0.362,0.664,0.7,3.2,0.4,2.4,7.2,7.7,福田　光輝,日本ハム,35,2026,28,2
0.247,0.301,0.381,0.67,5.1,28.3,5.0,15.6,58.5,58.0,水野　達稀,日本ハム,274,2026,25,3
0.239,0.292,0.346,0.626,1.0,4.4,0.5,3.5,13.8,11.9,林　晃汰,広島,57,2026,25,3
0.224,0.293,0.408,0.716,18.4,55.6,1.2,34.6,103.9,91.5,山川　穂高,ソフトバンク,426,2026,34,3
0.245,0.303,0.341,0.644,0.5,2.9,0.5,2.4,6.8,7.5,清水　優心,日本ハム,34,2026,29,2
0.22,0.287,0.31,0.606,0.3,1.6,1.1,1.7,4.5,4.4,重信　慎之介,巨人,22,2026,32,3
0.251,0.306,0.309,0.614,1.0,12.0,0.8,9.8,20.9,30.1,渡邊　佳明,楽天,135,2026,29,3
0.217,0.281,0.325,0.621,0.9,4.3,0.5,3.0,9.0,8.9,原口　文仁,阪神,43,2026,34,3
0.265,0.321,0.352,0.655,0.3,1.7,0.3,1.6,4.3,5.3,古市　尊,西武,24,2026,23,3
0.246,0.306,0.342,0.633,0.5,2.5,0.4,2.3,6.2,6.7,韮澤　雄也,広島,32,2026,24,2
0.22,0.275,0.325,0.621,1.0,4.3,0.7,3.6,11.1,11.8,アルモンテ,中日,54,2026,36,1
0.268,0.337,0.479,0.831,10.6,32.5,1.1,25.1,50.9,66.6,オースティン,DeNA,264,2026,34,3
0.272,0.308,0.375,0.674,2.6,15.5,6.4,7.7,51.6,50.1,梶原　昂希,DeNA,201,2026,26,3
0.228,0.287,0.333,0.628,0.4,2.5,0.8,2.2,7.5,7.1,神里　和毅,DeNA,33,2026,32,3
0.265,0.33,0.349,0.667,0.7,4.8,6.7,5.8,15.2,16.0,羽月　隆太郎,広島,71,2026,25,3
0.236,0.311,0.321,0.623,0.6,3.5,1.3,3.8,8.0,9.1,渡部　遼人,オリックス,46,2026,26,3
0.241,0.302,0.341,0.634,0.4,1.9,0.3,1.7,5.2,5.0,岡田　悠希,巨人,24,2026,26,3
0.237,0.303,0.323,0.635,0.7,4.8,0.9,3.7,10.0,11.2,大城　滉二,オリックス,52,2026,32,3
0.218,0.279,0.312,0.603,0.6,3.5,0.5,3.1,8.9,8.6,後藤　駿太,中日,42,2026,33,2
0.266,0.334,0.381,0.712,4.4,22.7,3.5,18.9,48.7,60.9,蝦名　達夫,DeNA,264,2026,28,3
0.22,0.284,0.327,0.626,0.9,4.1,0.7,3.4,8.6,10.6,アストゥディーヨ,ソフトバンク,50,2026,34,1
